GeoFIPS,GeoName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
18091,"LaPorte, IN",25174,25825,26349,27223,27856,28672,30149,31149,32802,30991,32037,34031,35684,35868,36409,37186,38338,39551,41063,41860,45420,49276,50715,53587,55790
18093,"Lawrence, IN",24307,24316,24739,25325,26343,26973,28501,29479,30727,29743,30862,32329,33332,33374,35190,36390,37653,38950,40750,42887,47262,51751,52224,54599,57129
18095,"Madison, IN",25448,25944,26407,26818,27046,27441,28422,29074,29266,28517,28931,30032,31527,32000,33096,34068,34987,36043,37438,38799,42229,46697,46714,48559,51116
18097,"Marion, IN",32249,32899,33308,33520,34480,35079,36468,36353,38243,39265,41768,44579,45442,44514,45309,47053,48068,48672,51085,54799,59992,66885,68100,71716,75002
18099,"Marshall, IN",24683,24604,25185,26140,27527,27588,29223,30379,31372,29575,31541,33348,34174,35651,36539,37266,38357,40118,41291,42258,46263,51818,53183,53798,55404
18101,"Martin, IN",23750,25342,25087,27163,28086,28825,29679,30827,32272,31284,32669,34527,33245,33296,34534,35998,35787,37432,38854,40545,45310,50251,53082,53818,57214
18103,"Miami, IN",22330,22636,22206,22736,24454,24470,25073,25410,26611,24796,25768,27289,28602,29721,31228,31151,31620,32954,33918,34742,37069,40950,40780,42716,44940
18105,"Monroe, IN",24677,24887,25073,25922,27139,27693,28922,29568,31536,31013,31085,32846,34123,34292,35874,37728,39548,41799,43833,45575,47929,52448,54062,57409,60402
18107,"Montgomery, IN",24856,25836,25607,25878,27946,28181,29543,30771,32606,31670,33493,34524,34665,36653,36794,37731,38249,38000,39514,40742,44577,49481,50145,51979,53534
18109,"Morgan, IN",27265,28145,28365,29084,30736,31324,32784,33545,34504,34024,34829,36397,37051,37452,38147,38941,40362,41498,43055,44727,47487,52485,54458,56824,59692
18111,"Newton, IN",22723,23570,23878,24467,27600,27788,29193,30825,33513,30457,31008,34630,35308,39352,37790,37349,37081,37256,39412,41088,46057,51606,52792,52963,53822
18113,"Noble, IN",23676,23706,23857,24366,25310,25918,26167,27408,28276,27375,28705,31142,32714,33674,35277,35963,36644,38557,40122,40840,44100,49049,50861,52577,54257
18115,"Ohio, IN",24621,43630,42488,39577,40293,41032,37722,42253,44858,47981,51231,38622,34872,33870,35469,37576,37599,38643,39624,41247,48750,54882,52055,51203,54266
18117,"Orange, IN",22022,22042,21744,21985,22981,23404,25109,26668,28637,28097,28827,30036,32042,30681,31304,32843,33922,36246,36896,37542,40783,44442,45742,47830,50046
18119,"Owen, IN",21933,22685,23313,24140,25015,25673,26495,27639,28463,28651,29990,30825,31976,31723,32914,34738,35918,37333,38816,40671,44691,49673,49833,51851,53904
18121,"Parke, IN",21429,22072,21967,22038,23314,23501,23912,25062,26670,26366,27884,29490,29923,31533,31201,32035,33909,35562,36617,38847,43637,48944,49797,52538,54051
18123,"Perry, IN",23083,23959,24272,24928,25692,26019,27024,27596,28690,27881,28457,30118,30581,31397,33522,34345,35392,36503,37180,37424,39706,44519,44801,47470,49159
18125,"Pike, IN",21914,22979,22655,23007,25060,25441,26573,28206,30490,30202,31433,32339,33971,35727,35935,36689,37148,39244,40185,41772,44861,47747,48731,50695,52716
18127,"Porter, IN",31728,31785,31639,32426,34815,35770,37736,39541,41090,38236,39137,42070,44147,44355,45374,46551,47793,50081,52416,54004,56488,61484,63336,66738,69285
18129,"Posey, IN",28183,31918,31246,31090,31604,32115,33973,34944,38092,36551,38285,41693,41442,43592,44383,44059,44334,46357,47791,51336,55329,58544,59121,61601,63772
18131,"Pulaski, IN",23477,23745,23559,23988,27062,27058,28389,30708,33477,30557,33450,36709,37803,40548,39564,38692,40279,40391,41965,44178,49406,54322,55856,59687,60731
18133,"Putnam, IN",22644,22771,22692,22962,24736,24923,25957,26951,27894,27403,28324,29689,30400,31922,32373,33293,35267,36404,37643,39079,42105,46639,46799,48828,51068
18135,"Randolph, IN",23644,24227,24145,25209,26126,25709,25911,27370,29108,28502,29700,32244,32469,34056,35403,37133,36665,36119,36991,38326,43503,51216,52792,55603,57646
18137,"Ripley, IN",24019,26516,27660,27838,29307,30225,31461,33149,35262,32882,33668,35094,35254,36074,37228,36980,37976,39539,40646,41813,46100,50937,50979,53081,55410
18139,"Rush, IN",25776,26646,25813,26971,29135,29414,29831,30588,32582,31653,32505,35212,36390,39469,39210,38290,40709,42783,44052,45410,48936,55269,55546,58397,60209
18141,"St. Joseph, IN",27512,28351,29241,29657,31297,32325,34303,35484,36007,33988,34891,36893,38535,38849,40586,43079,43031,44977,46952,47288,50411,55841,56225,56869,59030
18143,"Scott, IN",22005,22466,22836,23112,24719,25145,25585,26257,27787,27328,27864,29099,30875,31447,33079,33799,34940,35374,36513,37761,40914,44826,45134,47047,49073
18145,"Shelby, IN",27692,28039,27884,29036,30736,30669,31428,32178,33000,31561,33391,35165,36392,38675,38334,38329,40077,41459,43118,44199,47672,51641,53319,55717,58109
18147,"Spencer, IN",24607,24873,25380,26775,28267,28796,30418,31933,34309,32801,33937,35480,36336,38053,38979,39554,40238,42446,43926,46330,49257,54116,54327,56600,58648
18149,"Starke, IN",19620,20460,20447,20901,22259,22535,23941,25084,26291,25883,27512,28737,29829,31204,31508,31869,32450,33094,34016,34658,38098,42300,42278,44149,45783
18151,"Steuben, IN",26348,25130,25428,25612,27158,27926,29265,30283,31313,30012,31230,33541,35363,35799,37238,37559,39334,41473,43757,45147,48004,53816,54795,57128,59084
18153,"Sullivan, IN",20412,21371,21068,22416,23547,23695,24549,25929,27942,27086,28569,29945,30596,31669,31621,31649,32603,33595,34890,36057,39327,43590,43878,44946,46497
18155,"Switzerland, IN",21527,23174,22066,22536,23247,22843,23486,24364,25175,23995,24265,25722,27276,27594,29125,29793,29783,31447,33819,35330,38822,42460,42498,43887,45038
18157,"Tippecanoe, IN",25156,25034,25286,25191,26322,27106,27985,28777,30556,29691,30742,32306,33654,33189,34661,35742,36276,38009,40225,40968,42572,46480,47274,50459,52373
18159,"Tipton, IN",28813,29078,29088,29594,31397,30927,31342,32731,33697,32324,32669,35583,38192,40893,40892,40718,42375,42835,44876,45597,48494,52015,50366,52558,55023
18161,"Union, IN",23600,23552,22736,24784,27482,27282,27346,27125,28824,28148,28846,30137,30782,33814,33969,33450,35370,36348,38430,39268,43460,49131,49442,51789,52843
18163,"Vanderburgh, IN",29067,29652,30392,31038,31756,32828,34588,34370,36117,35790,38497,40834,42164,38964,40619,42041,42178,43744,45136,47343,50836,55806,56859,60048,62998
18165,"Vermillion, IN",24218,24367,24737,25615,26466,27027,28095,29320,30565,30952,31949,32775,33021,33334,33987,34163,34731,36475,36663,37799,41982,46895,46727,48246,49396
18167,"Vigo, IN",23091,24756,25576,26442,27224,27391,28351,28952,30950,30372,31531,32145,32975,33061,34259,34705,35425,36754,37647,38758,42151,45996,46535,48927,51499
18169,"Wabash, IN",25637,25186,25150,25810,27267,27748,28898,30174,31254,30028,31591,33466,36102,36363,37265,38093,38608,39571,41329,42569,46428,52007,53385,57181,59305
18171,"Warren, IN",23704,24931,24852,25766,28964,28883,28632,31599,34964,33412,34713,38319,39857,43798,41246,37227,39585,39691,42054,42547,48499,53599,54227,57025,56864
18173,"Warrick, IN",29356,30903,31548,31986,33509,34867,37617,38296,40653,39696,41431,44119,46156,45716,48303,50060,51288,53608,55504,58519,61506,66925,67827,70849,74288
18175,"Washington, IN",22860,23043,22478,23397,24573,24999,25887,26956,28034,27240,28027,30093,31255,32624,33814,34831,34846,36456,38575,39286,42960,47981,50214,51922,54025
18177,"Wayne, IN",25078,25189,25766,26304,27121,27563,28542,29358,30837,30043,30909,32517,34091,34729,36465,36360,37457,38732,40277,41637,45176,49438,49876,52444,54628
18179,"Wells, IN",26665,26240,26142,26904,28303,28277,29350,30943,32212,31295,32677,34720,36323,38100,38410,38354,38855,39731,41329,42400,46185,51599,51767,53717,55251
18181,"White, IN",24590,24519,24329,24755,26646,27527,29082,31094,33058,31707,33155,35785,36449,38736,38054,37985,39240,39199,41689,43209,47406,52181,53825,56995,58476
18183,"Whitley, IN",26859,27263,27207,27968,29286,30075,31725,33129,33974,33057,33399,35365,37394,38058,38994,39884,41386,42615,44755,46850,49995,53993,55600,58157,60895
19001,"Adair, IA",25560,25998,27089,26722,30837,28709,29810,31820,37435,35588,35020,40260,40864,43050,43329,45382,44289,46466,49434,49477,53926,65295,68112,69958,76983
19003,"Adams, IA",26738,25805,27119,25860,31172,29197,27621,30347,36909,36786,37222,47054,47531,55370,57018,63806,58745,56467,56660,54672,53052,65052,66659,64729,63791
19005,"Allamakee, IA",22502,23651,24362,24765,26752,27701,28769,30501,32169,31568,34513,37785,38328,40323,41426,41456,41915,43425,45117,46425,48836,53589,55950,55561,58705
19007,"Appanoose, IA",20962,21191,22202,22596,24398,24277,25700,26474,29042,29677,29798,31207,32155,32455,32872,34458,35361,37583,38526,39224,43011,47565,47222,47961,50647
19009,"Audubon, IA",25163,25365,26583,26712,32997,32348,33455,35930,40059,36956,39375,48149,44459,46802,43819,43219,42425,44865,48828,49502,51864,64973,71777,66864,67931
19011,"Benton, IA",26764,27333,27494,27385,29690,29982,31648,35019,38457,38678,40332,42704,44230,45751,47018,48402,48715,50313,52021,53627,55627,63490,69469,65279,66113
19013,"Black Hawk, IA",24959,25563,26869,27488,29134,29867,31438,33023,34597,34398,34930,37115,38601,38319,39606,40291,40504,41774,44558,45136,49242,52556,53193,55508,56987
19015,"Boone, IA",27920,28614,30125,31103,32940,32957,35629,37167,38443,39335,39256,42316,43111,44673,44814,44641,44377,44568,46373,47387,49732,53490,54937,57179,58564
19017,"Bremer, IA",26173,26924,27610,27403,30705,31563,32752,35010,37020,36678,38420,41585,43273,42953,43397,44478,45070,46714,48638,49880,52957,57723,59828,61605,62726
19019,"Buchanan, IA",23998,24977,25261,25556,27963,29180,30419,32930,34371,35624,37103,41804,41865,44042,43407,44471,44696,46280,48597,48990,51453,57644,61837,61877,62929
19021,"Buena Vista, IA",24765,25679,26053,25778,28723,28486,29467,32192,36441,34675,37140,41668,43130,43335,43190,43180,37921,40128,42980,41905,44670,49564,54742,54242,57087
19023,"Butler, IA",24076,25400,25904,25663,30270,30652,31555,34837,35586,36132,37912,43723,42408,42749,40475,40938,41441,42988,45491,46298,48111,57491,61479,61254,61312
19025,"Calhoun, IA",23427,24445,25409,26434,30818,31568,32521,37101,41674,38102,39104,45531,45237,48329,45211,43440,43347,43669,46801,47157,48674,59386,66030,62198,63019
19027,"Carroll, IA",26587,27931,28178,28470,32419,32220,34333,36125,39515,37946,40560,44970,45440,47456,47260,48304,47715,49108,52099,51238,54776,60642,67849,66687,69790
19029,"Cass, IA",25543,25276,26230,26193,29458,29508,30397,32205,35717,34514,35070,38644,39303,40680,41540,43300,42287,43633,45894,47364,49884,56977,60638,62322,65270
19031,"Cedar, IA",28505,29095,29563,29846,31628,31577,33723,36393,39061,38657,39375,44530,46611,48671,49018,50166,50137,50570,53185,53500,55641,63325,68023,66683,69212
19033,"Cerro Gordo, IA",26768,27638,28411,30521,33575,35209,35891,37859,39955,38051,38865,41268,44086,45247,49279,51249,49735,47945,49614,49345,52575,61544,75464,77416,80093
19035,"Cherokee, IA",25283,27351,28238,28968,32079,34437,45756,51590,48333,38637,38392,43829,47119,48216,52483,55288,53810,53095,57386,53571,54648,68499,94368,84736,86904
19037,"Chickasaw, IA",24676,23757,24287,24607,27613,28950,30305,33360,35864,35132,38655,43659,44746,47707,50748,53734,52367,52857,56399,54264,56813,73671,102316,95087,96643
19039,"Clarke, IA",21066,21252,21803,22772,24424,26053,27176,28884,31329,30365,31129,32428,33062,34494,35491,37659,36697,38065,39569,39048,43091,46068,49140,49436,53184
19041,"Clay, IA",27360,27496,27465,28781,31060,31310,32530,35554,39365,37221,39341,43936,45545,45785,45931,47558,44636,45478,48090,49052,53886,60462,62562,65137,69323
19043,"Clayton, IA",24009,24812,25224,25837,27967,28200,28979,31605,33960,32533,35338,40289,41949,42521,44066,45157,45167,47661,48766,50574,54470,61051,65960,64759,68155
19045,"Clinton, IA",24552,25636,26567,26721,28266,28799,30397,32318,33873,33981,35204,37690,38461,38795,38861,40690,41113,41733,43730,44915,47592,51724,52408,53543,55587
19047,"Crawford, IA",23047,23567,24003,24470,28038,29182,30908,33650,38768,33806,34875,39254,40548,40710,38831,38873,37564,39262,41408,42210,44531,53745,56912,56134,56214
19049,"Dallas, IA",30295,30880,30938,31452,35054,36764,39339,43854,46229,47270,49170,51263,53306,55042,57402,60327,60470,62492,65276,67300,70079,77851,79169,82661,85124
19051,"Davis, IA",19757,18764,19278,19797,22410,23128,24311,25528,27359,27733,29551,31207,33534,34906,33964,33213,32404,35046,37901,38986,40683,46430,56036,55124,57202
19053,"Decatur, IA",18312,17986,18845,19040,21449,21900,22421,23267,25815,25412,25518,28124,28241,28667,29195,30306,30466,33110,35457,36044,38639,43521,44688,44042,46134
19055,"Delaware, IA",23754,24496,24390,24594,25912,26740,27919,30119,31850,31474,34125,39843,39866,43803,43728,44290,44728,47529,48968,47864,52287,57807,62738,61096,62983
19057,"Des Moines, IA",26569,27677,28131,27688,28796,29460,32819,35294,36988,35839,35454,38362,39721,41539,44953,46913,48664,47394,48256,50148,53805,58664,57372,61828,64329
19059,"Dickinson, IA",30847,32058,33344,34833,36300,36499,39066,41806,42465,41636,43900,47078,48801,50368,52013,55589,53970,55254,57855,59507,62680,71908,76570,79865,84249
19061,"Dubuque, IA",26297,26929,27558,28137,28980,29910,32443,35013,36497,35586,36917,39080,40726,40823,42243,43735,44553,45667,48436,49522,52978,58097,60852,63620,66392
19063,"Emmet, IA",24840,24846,26172,26823,28672,27978,28893,32060,34398,32898,35409,38882,40106,41675,40856,41555,38326,39699,43304,43655,44741,51469,54756,52286,56492
19065,"Fayette, IA",21644,22320,22499,22389,25110,25832,26251,29204,31013,30119,32644,37215,38264,39188,39249,39554,39373,40917,43001,43525,46164,50873,53643,54184,57293
19067,"Floyd, IA",22966,24127,24857,25057,28009,28798,29227,31539,34369,33458,34726,37845,38152,41558,40893,42930,42491,43922,45606,46553,48869,56211,61556,61973,64852
19069,"Franklin, IA",26480,26773,26078,25950,30747,30516,31442,35281,36310,35536,37626,46719,47868,49900,48589,46713,43722,44767,46599,46840,49232,61893,67751,64782,65571
19071,"Fremont, IA",27377,27717,27240,28786,33597,32364,32971,34877,38142,40712,37621,39318,43967,44306,42286,43399,43421,44230,44611,49560,51737,61452,60652,60980,62457
19073,"Greene, IA",23874,24796,26191,27059,31106,30894,31461,35512,39272,39256,38773,46010,46447,48411,46243,45455,44034,44680,46623,47388,51228,60280,62195,60688,61396
19075,"Grundy, IA",26754,28238,28592,29051,33223,33572,34670,37957,42509,41586,42092,46596,49334,49215,47435,48109,47291,48430,50155,51271,54482,62583,65882,65135,64774
19077,"Guthrie, IA",24768,26062,26895,27674,33204,34182,37538,39084,43659,38854,38832,44369,43544,48220,47035,49318,48805,49098,51983,51908,56964,66236,69253,69032,72853
19079,"Hamilton, IA",26638,27386,26988,27673,31559,32347,38848,41834,42612,37277,39062,45488,44050,49947,52522,50324,47166,49045,52795,48949,49692,58940,66952,62512,65171
19081,"Hancock, IA",26997,26923,28171,28427,32662,32071,33005,36445,39173,36500,38546,44301,46989,49790,49485,48561,46042,49165,51122,49770,51166,61689,68906,64513,68162
19083,"Hardin, IA",25305,27411,26811,26430,31594,32448,34038,39591,40908,37538,39422,46052,48034,48675,47902,46866,44350,45643,47428,46878,48994,62664,76866,65798,67117
19085,"Harrison, IA",26162,26380,27629,28180,30549,30174,31115,33806,37724,37070,35733,39190,40213,40380,38510,41378,41349,41183,43289,45934,47929,55865,60000,60740,61419
19087,"Henry, IA",24214,24882,25572,25557,27918,28153,29581,31407,33134,31649,31911,33757,37053,37071,37272,38146,38685,39568,41180,41998,45176,49662,50984,52400,53599
19089,"Howard, IA",24685,23978,25687,25646,28582,30035,29974,33414,34706,32936,36988,41959,43903,47866,44592,44987,42795,43742,47154,46335,49542,60382,65758,65023,66810
19091,"Humboldt, IA",26667,26508,27524,27601,30965,30926,30926,33677,36711,36069,35801,43529,43858,46324,45174,46324,46195,45703,47769,49234,50244,57293,60809,59515,60188
19093,"Ida, IA",25651,27518,27715,29040,33737,33853,35144,39917,44286,39205,40367,44742,45462,43391,42820,44763,45593,46400,49279,51246,54674,69536,74444,69411,69265
19095,"Iowa, IA",30068,30395,31783,32037,34114,33446,35117,37018,40562,39021,39299,43123,46722,47787,47775,47656,47997,49811,51671,52392,55000,60401,61564,61829,63456
19097,"Jackson, IA",22702,23372,24117,24477,26843,27250,28697,30733,32810,32296,34138,37283,37967,37498,38568,40828,41286,42826,43737,44779,48808,54018,56123,57202,59805
19099,"Jasper, IA",26560,28347,29025,28783,29899,29651,31057,33160,34624,33726,33596,36758,37544,38344,38379,38155,39634,40353,41222,42776,45933,50289,51251,52335,53859
19101,"Jefferson, IA",27664,26540,26402,26102,28261,29123,31453,32856,34351,31701,32386,34596,36761,36585,38538,39942,41210,42501,45185,46961,48627,53357,56929,57417,58917
19103,"Johnson, IA",30744,31428,32282,32895,34128,34639,36484,38484,40494,39997,40436,43119,44414,44839,46622,47619,48965,50640,53440,54043,56241,60982,60853,63713,66028
19105,"Jones, IA",22575,23533,23650,23859,25733,26270,28189,30622,33030,33167,34230,36479,37550,38377,38131,40680,41462,41944,43078,44413,47323,52249,54724,55611,56539
19107,"Keokuk, IA",23770,23980,24779,25333,28457,27642,28728,30936,34196,34015,33845,38812,40947,42660,41738,40406,39984,42230,43583,44760,48189,54573,57346,56611,58399
19109,"Kossuth, IA",25997,25064,26182,26911,30825,31946,33062,36809,40504,38979,41007,47635,49370,52245,49618,49761,47556,48573,50511,49624,51283,63650,69505,66601,68674
19111,"Lee, IA",23970,24632,25409,25845,27047,27136,28203,30063,32419,31411,31450,33260,34583,34905,36782,38835,39235,39188,40927,41898,46383,49449,50596,52188,55286
19113,"Linn, IA",31745,32082,32421,32992,34238,35285,36925,39044,41115,40513,41819,43341,45335,44986,46885,48329,49162,49977,51767,52628,55615,59784,60886,63901,66525
19115,"Louisa, IA",23961,24979,25508,25371,27013,27440,27824,29024,30893,30284,31357,34204,37014,37267,37239,37648,38345,40095,42122,43130,45928,51878,54679,53836,55311
19117,"Lucas, IA",21977,22478,22699,23661,25408,25921,27251,28491,31072,31823,32101,33666,34716,35487,36651,36597,37765,38893,40812,41439,44252,48664,49026,49400,53668
19119,"Lyon, IA",24286,25492,24144,25509,29636,30560,31840,33711,38232,34551,39484,47861,51205,54755,56096,56491,51275,55646,56065,54064,57598,65915,74572,69418,75203
19121,"Madison, IA",25434,26753,27650,28165,30632,32113,33630,35539,37991,37869,37529,39694,40459,41672,42433,43343,45140,46929,48674,50055,52869,57517,59639,61507,64051
19123,"Mahaska, IA",25238,24950,24852,25843,28305,28426,29990,32074,34386,32989,32259,35464,36646,37435,37386,37788,38185,39440,43002,42501,45035,50387,53422,55320,57491
19125,"Marion, IA",26833,26221,26456,26819,28876,30370,31398,33710,35519,34202,34944,37731,39552,39430,40378,41679,43168,45542,47769,49943,53067,58077,60504,64526,66929
19127,"Marshall, IA",26041,27276,27918,28126,29061,29561,30899,32199,33449,33239,33753,35816,36948,37376,38112,39928,41018,39758,41388,42788,45661,50037,49056,49362,51945
19129,"Mills, IA",30816,32197,34395,34185,37237,37662,38906,40362,44052,45126,43150,46531,50052,50597,49228,50904,50744,51154,55091,58967,60207,67215,67777,67202,68784
19131,"Mitchell, IA",24634,25527,25686,24987,28005,28654,30134,32767,37593,35476,38428,44466,47705,53228,56686,59525,56485,55540,62006,62264,57729,76282,103776,100315,98211
19133,"Monona, IA",24785,25621,25940,26508,28982,27910,27068,31091,36154,37746,36539,39982,39278,40265,38878,43788,42702,41369,43633,45489,47753,57712,61040,60967,60306
19135,"Monroe, IA",24740,24224,24808,25440,27362,27408,28152,29815,31771,32635,32579,34677,34756,36098,37021,37700,39509,41016,43932,45759,49576,54510,55552,58789,60691
19137,"Montgomery, IA",26496,26814,27048,26648,29895,29356,30631,32421,34868,33968,33879,35746,37292,37541,36336,38315,37199,37382,39882,41118,43771,49227,50952,51718,54103
19139,"Muscatine, IA",26683,27881,28941,29428,32142,32493,34694,36594,37478,35364,36016,38280,39932,39950,41974,42972,43439,44400,45643,47358,50717,53586,55357,57515,60332
19141,"O'Brien, IA",26032,26580,26433,27903,31413,32427,33182,35317,39944,37148,40335,46679,48837,49466,49863,51188,49614,50028,52285,51405,54109,61208,66452,64184,67449
19143,"Osceola, IA",25434,25669,24676,25952,31622,32694,45119,49291,47931,35239,37566,47383,50705,55818,55007,55314,46926,48496,49564,45790,48129,57266,65776,61730,67433
19145,"Page, IA",24277,23505,23632,24814,28190,28477,29288,30634,32473,33366,32823,34195,36820,37782,37720,38214,38972,38937,40520,42536,46227,52325,53759,54699,55807
19147,"Palo Alto, IA",24942,24894,24287,26034,29993,31230,40381,44421,43529,35517,36780,45923,49763,56610,55447,55605,49020,49141,53405,48895,47711,57833,67946,61313,65535
19149,"Plymouth, IA",27256,28016,28255,28549,32863,33672,34418,36919,40629,38852,41695,44920,46530,46732,47507,49768,50962,51346,53913,53344,56516,62988,69463,67875,69887
19151,"Pocahontas, IA",24955,24875,26021,26281,30840,30769,31604,34055,41977,39233,38085,47398,49896,53088,49963,47817,43014,44388,49970,49685,48147,60989,67301,60385,60976
19153,"Polk, IA",33417,34660,35346,36153,38254,39273,41215,42072,43090,41503,42560,43289,45781,44957,47386,49231,50228,51147,52401,53702,57449,61855,63676,67094,69800
19155,"Pottawattamie, IA",26665,27481,28284,28696,29670,30417,32022,32832,34714,34627,34040,35866,38384,38626,39213,41734,41580,42104,44268,44885,47687,51528,55698,58548,62836
19157,"Poweshiek, IA",27374,27993,28454,28460,30662,31135,32868,34363,37066,35405,35378,38912,40428,41937,41629,43155,41252,42090,44055,44724,47985,52985,56395,57135,60476
19159,"Ringgold, IA",21321,20491,20929,20931,25380,24922,25664,26212,29803,31761,32131,36563,37266,41830,41804,42007,41335,43591,46847,47723,49912,58855,59141,56138,61132
19161,"Sac, IA",24620,26558,26863,26266,31882,31310,30913,35197,39896,37835,41043,48393,48638,53954,49992,50120,44573,49755,52691,54329,54838,68732,81000,72466,75296
19163,"Scott, IA",29067,30316,31054,31674,34195,35877,38204,41632,44035,42481,44113,46639,47366,46798,47756,48646,49571,51789,53002,53633,56450,61618,63006,66543,70007
19165,"Shelby, IA",25457,26938,27843,26944,30011,30213,31043,33889,39667,38651,39638,46008,46249,48619,46909,47961,47355,47696,49934,50558,52824,64152,66172,66646,67220
19167,"Sioux, IA",24554,25870,26412,27848,29232,30657,31673,33048,35276,31552,34771,39958,43499,44669,46859,49913,46626,49908,51743,49308,55140,59512,69043,65739,72752
19169,"Story, IA",26487,27141,27529,28569,29833,30741,32398,33935,35248,33423,33418,35304,38735,36249,37463,38489,38768,39644,41865,43140,44996,48382,52645,54662,56392
19171,"Tama, IA",23265,23791,24692,24436,28772,28514,29909,32885,35846,35568,36521,40224,41488,41160,40392,41735,41691,41840,44193,44969,49380,56948,58064,56878,57444
19173,"Taylor, IA",21362,21168,21858,22342,26917,27497,27984,31677,34575,33081,33501,37646,37236,38699,37723,37781,38270,40741,42012,43240,46147,56473,58609,55442,57333
19175,"Union, IA",22581,23126,23569,23402,25876,26350,27793,28901,31690,31503,33248,35742,35403,36274,36609,36639,36403,38008,40359,41005,43683,49393,50639,49849,53805
19177,"Van Buren, IA",20666,20881,21819,23294,25132,24619,25462,26992,29079,29577,29874,31900,33873,35155,35321,35034,35712,37470,39561,40013,41152,47871,50557,48676,50427
19179,"Wapello, IA",22114,23255,24118,24536,26170,26597,28026,29861,31984,31186,30960,31946,32847,33074,33625,34839,35595,37425,38303,38850,42417,45330,46336,46934,48623
19181,"Warren, IA",26266,27588,28418,28764,31491,32435,34204,35763,38267,37689,38070,40015,41565,42006,43383,44804,47251,48826,49686,51616,54126,59507,61761,64229,66638
19183,"Washington, IA",28204,28600,28965,29380,31585,31880,33933,35262,38230,36919,39170,43668,45472,49417,51841,49959,48962,52911,55935,58798,58567,71794,82109,80447,84539
19185,"Wayne, IA",21419,21235,22638,22546,25278,25079,24878,27100,30204,31122,31052,36054,35010,36524,34574,36077,35455,38517,41794,41970,44591,52918,55698,54360,55173
19187,"Webster, IA",24925,25880,27221,27303,28626,29095,31707,33959,36291,34058,34384,37845,38898,40482,41396,41753,42742,41795,43470,45052,46881,51446,53540,54064,55465
19189,"Winnebago, IA",22637,22939,23818,24091,27046,26680,28486,32272,34090,32313,35358,38367,40901,41874,40029,40691,37807,38759,40984,40933,44321,52031,56061,53790,58376
19191,"Winneshiek, IA",24868,25582,26312,27322,30257,30260,31727,33282,35699,33411,35867,39165,40466,41591,41868,42914,43464,45493,48038,49175,54395,59212,61774,63368,66544
19193,"Woodbury, IA",26091,27061,27708,28261,30910,33532,34798,38131,41515,37325,36294,36326,36698,36705,37998,39717,40538,40099,41756,43562,46497,50000,51792,53271,55344
19195,"Worth, IA",22962,22619,23121,23449,27723,27881,41173,44228,41471,34071,35753,40146,41430,47252,43532,45498,41751,39168,39576,41322,44416,54434,57188,57362,58108
19197,"Wright, IA",28831,30346,30650,31785,35469,34749,34853,39178,41168,37534,38063,46508,47543,48658,50719,49986,43499,44939,49990,46405,47424,58184,72689,66865,76026
20001,"Allen, KS",21015,24601,24312,26217,26853,26306,27163,29485,33049,33422,33382,34231,34305,35151,35185,36136,36003,36739,38929,41971,44903,50038,47258,49994,51828
20003,"Anderson, KS",21258,22885,22696,23222,24069,24951,27128,30097,32719,32026,30719,34532,36770,36815,34996,36720,36925,37330,38329,40469,45217,54575,50554,56226,56187
20005,"Atchison, KS",20986,22119,22377,22922,24184,25364,26953,28383,30451,29650,30038,32392,31019,31724,32216,33411,34416,35978,37110,38336,42437,44745,43390,45864,47444
20007,"Barber, KS",21466,24223,24835,29931,28215,30273,32774,32745,39817,34658,39001,44009,47981,49402,49635,40402,38799,39492,43710,44037,50132,54667,54276,60048,57704
20009,"Barton, KS",23919,25310,25971,27122,28016,29993,33490,35406,43661,37983,39637,44369,47160,46984,50115,45647,44015,43943,44466,48606,51410,53255,55824,58743,61145
20011,"Bourbon, KS",20486,24607,26086,26948,29537,30190,32596,31537,32780,32740,32732,33781,35940,36475,37180,38701,39399,40251,44198,41476,44919,48398,46550,48596,49629
20013,"Brown, KS",23744,25979,24465,26926,28689,29900,29907,33837,35399,37310,35337,41225,39635,41424,39802,40012,41367,41740,44724,44367,48240,53520,51445,54320,57431
20015,"Butler, KS",27090,28172,28378,29069,29754,31143,33744,35285,38229,36211,37110,39073,40298,41524,41747,42391,42391,43551,45492,47249,49722,52654,53996,57754,59909
20017,"Chase, KS",27190,25752,23107,25649,30933,35278,36984,35001,31975,33362,31830,41158,49492,52549,42711,42361,43955,44696,50051,52540,60100,63478,59065,67903,66680
20019,"Chautauqua, KS",20514,22658,24616,25530,26117,27462,30662,31029,36512,35342,35734,37604,37855,39269,40173,37175,35980,36500,38686,39223,41457,44403,43180,48241,48845
20021,"Cherokee, KS",20094,20775,20884,22323,22421,23315,24433,26582,29296,28145,30159,31818,33343,33474,32995,34327,35214,37672,40962,42817,47360,52349,54837,53872,55679
20023,"Cheyenne, KS",22659,24702,20828,24440,17278,22957,22601,31262,35072,35113,39803,51641,46111,56465,47664,43939,42662,39150,44969,46669,57659,66026,62925,64131,61331
20025,"Clark, KS",23633,26180,25568,28291,25637,30014,30480,33458,38521,35661,41740,47398,47200,51534,52808,50248,51667,52206,51197,54687,62958,56546,53697,62491,64211
